Homo_sapiens_mt_tRNA-Asn-GTT-1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.28330745662598,8.28330745662598,8.28330745662598,8.28330745662598,8.28330745662598,8.28330745662598,8.28330745662598,8.28330745662598,8.28330745662598,8.28330745662598,8.28330745662598,8.28330745662598,8.28330745662598,8.28330745662598,8.28330745662598,8.28330745662598,8.28330745662598,8.28330745662598,8.28330745662598,8.28330745662598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Homo_sapiens_mt_tRNA-Asp-GTC-1	3.03228219394344,3.03228219394344,3.03228219394344,3.03228219394344,3.03228219394344,3.03228219394344,3.03228219394344,3.03228219394344,3.03228219394344,3.03228219394344,3.03228219394344,3.03228219394344,3.03228219394344,3.03228219394344,3.03228219394344,3.03228219394344,3.03228219394344,3.03228219394344,3.03228219394344,3.03228219394344,3.03228219394344,3.03228219394344,3.03228219394344,3.03228219394344,3.03228219394344,3.03228219394344,3.32811460310865,3.32811460310865,3.32811460310865,3.32811460310865,3.32811460310865,3.32811460310865,3.32811460310865,3.32811460310865,3.32811460310865,3.32811460310865,3.32811460310865,3.32811460310865,3.32811460310865,0.295832409165213,0.295832409165213,0.295832409165213,0.295832409165213,0.295832409165213,0.295832409165213,0.295832409165213,0.295832409165213,0.295832409165213,0.295832409165213,0.295832409165213,0.295832409165213,0.295832409165213,0.295832409165213,0.295832409165213,0.295832409165213,0.295832409165213,0.295832409165213,0.295832409165213,0.295832409165213,0.295832409165213,0.295832409165213,0.295832409165213,0.295832409165213,0.295832409165213,0.295832409165213,0.295832409165213,0.295832409165213,0.295832409165213,0.295832409165213,0.295832409165213,0.295832409165213
Homo_sapiens_mt_tRNA-Gln-TTG-1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69164263829555,7.69164263829555,7.69164263829555,16.4926568109606,16.4926568109606,16.4926568109606,16.4926568109606,16.4926568109606,16.4926568109606,16.4926568109606,16.4926568109606,16.4926568109606,16.4926568109606,16.4926568109606,16.4926568109606,16.4926568109606,16.4926568109606,16.4926568109606,16.4926568109606,16.4926568109606,16.4926568109606,16.4926568109606,16.4926568109606,16.4926568109606,16.4926568109606,8.8010141726651,0,0,0,0,0,0
Homo_sapiens_mt_tRNA-Glu-TTC-1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.99060628559557,7.76560074058685,7.76560074058685,11.3155896505694,11.3155896505694,34.7603080769126,34.7603080769126,34.7603080769126,34.7603080769126,41.7123696922951,41.7123696922951,43.413406044995,48.3685988985124,48.3685988985124,48.3685988985124,49.3300542282993,59.240439935334,59.240439935334,73.8101860867207,75.0674738256728,85.347650044164,85.347650044164,85.4216081464553,85.5695243510379,85.7174405556205,129.870427623529,139.706855228272,139.706855228272,139.706855228272,135.195410988502,135.195410988502,135.195410988502,118.406921768377,118.406921768377,115.522555779016,115.522555779016,108.792368470507,108.718410368216,71.0737363019425,71.0737363019425,71.0737363019425,71.0737363019425,58.7966913215862,32.2457325990083,32.2457325990083,23.0009698125953,23.0009698125953,23.0009698125953,23.0009698125953,13.164542207852,13.164542207852,13.164542207852
Homo_sapiens_mt_tRNA-His-GTG-1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9780813330563,13.9780813330563,13.9780813330563,13.9780813330563,13.9780813330563,15.3093271742998,15.3093271742998,15.3093271742998,15.3093271742998,15.3093271742998,15.3093271742998,15.3093271742998,15.3093271742998,15.3093271742998,15.3093271742998,15.3093271742998,15.3093271742998,15.3093271742998,15.3093271742998,15.3093271742998,15.3093271742998,15.3093271742998,15.3093271742998,15.3093271742998,15.3093271742998,15.3093271742998,15.3093271742998,15.3093271742998,15.3093271742998,15.3093271742998,15.3093271742998,6.582271103926,6.582271103926,6.582271103926,6.582271103926,6.582271103926,6.582271103926,6.582271103926,6.582271103926,6.582271103926,5.25102526268254
Homo_sapiens_mt_tRNA-Leu-TAG-1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25728773895216,1.25728773895216,1.25728773895216,1.25728773895216,1.25728773895216,1.25728773895216,1.25728773895216,1.25728773895216,1.25728773895216,1.25728773895216,1.25728773895216,1.25728773895216,1.25728773895216,1.25728773895216,1.25728773895216,1.25728773895216,1.25728773895216,1.25728773895216,1.25728773895216,1.25728773895216,1.25728773895216,1.25728773895216,1.25728773895216,1.25728773895216,1.25728773895216,1.25728773895216,1.25728773895216,1.25728773895216,1.25728773895216,1.25728773895216,1.25728773895216,1.25728773895216,1.25728773895216,1.25728773895216,1.25728773895216,1.25728773895216,1.25728773895216,1.25728773895216
Homo_sapiens_mt_tRNA-Met-CAT-1	13.7562070261824,13.8301651284737,13.8301651284737,13.8301651284737,13.8301651284737,13.8301651284737,13.8301651284737,13.8301651284737,13.8301651284737,13.8301651284737,13.8301651284737,13.8301651284737,13.8301651284737,13.8301651284737,13.8301651284737,13.8301651284737,13.8301651284737,13.8301651284737,13.8301651284737,13.8301651284737,13.8301651284737,13.8301651284737,13.8301651284737,13.8301651284737,13.8301651284737,13.8301651284737,13.8301651284737,13.8301651284737,13.8301651284737,5.62081577413906,5.54685767184775,5.54685767184775,5.54685767184775,5.54685767184775,5.54685767184775,5.54685767184775,5.54685767184775,5.54685767184775,5.54685767184775,0.517706716039124,0.44374861374782,0.295832409165213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Homo_sapiens_mt_tRNA-Phe-GAA-1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.06456438788688,6.06456438788688,6.06456438788688,6.06456438788688,6.06456438788688,6.06456438788688,6.06456438788688,6.06456438788688,6.06456438788688,6.06456438788688,6.06456438788688,6.06456438788688,6.06456438788688,6.06456438788688,6.06456438788688,6.06456438788688,6.06456438788688,6.06456438788688,6.06456438788688,6.06456438788688,6.06456438788688,6.06456438788688,6.06456438788688,6.06456438788688,6.06456438788688,6.06456438788688,6.06456438788688,6.06456438788688,6.06456438788688,6.06456438788688,6.06456438788688,6.06456438788688,6.06456438788688
Homo_sapiens_mt_tRNA-Pro-TGG-1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0739581022913034,0.0739581022913034,0.0739581022913034,0.0739581022913034,0.0739581022913034,0.147916204582607,0.147916204582607,0.147916204582607,0.147916204582607,0.147916204582607,0.147916204582607,0.147916204582607,0.147916204582607,0.147916204582607,0.147916204582607,0.147916204582607,0.147916204582607,0.147916204582607,0.147916204582607,0.147916204582607,0.147916204582607,0.147916204582607,0.147916204582607,0.147916204582607,0.147916204582607,0.147916204582607,0.147916204582607,0.147916204582607,0.147916204582607,0.147916204582607,0.147916204582607,0.147916204582607,0.147916204582607,0.147916204582607,0.147916204582607,0.0739581022913034
Homo_sapiens_mt_tRNA-Ser-GCT-1	19.2291065957389,19.2291065957389,19.2291065957389,19.2291065957389,19.2291065957389,19.2291065957389,19.2291065957389,19.2291065957389,19.2291065957389,19.2291065957389,20.4124362323997,20.4124362323997,20.486394334691,20.486394334691,20.486394334691,20.486394334691,20.486394334691,20.486394334691,20.486394334691,20.486394334691,20.3384781301084,20.3384781301084,20.3384781301084,20.3384781301084,20.3384781301084,20.3384781301084,10.3541343207825,10.3541343207825,10.3541343207825,10.3541343207825,1.25728773895216,1.25728773895216,1.25728773895216,1.25728773895216,1.25728773895216,1.25728773895216,1.25728773895216,1.25728773895216,1.25728773895216,1.25728773895216,1.25728773895216,1.25728773895216,1.25728773895216,1.25728773895216,1.25728773895216,1.25728773895216,1.25728773895216,1.25728773895216,1.25728773895216,1.25728773895216,1.25728773895216,1.25728773895216,1.25728773895216,1.18332963666085,0,0,0,0,0,0,0,0
Homo_sapiens_mt_tRNA-Ser-TGA-1	90.5986753068466,90.6726334091379,90.6726334091379,90.6726334091379,90.6726334091379,90.6726334091379,90.6726334091379,90.6726334091379,90.6726334091379,90.6726334091379,90.6726334091379,90.6726334091379,90.6726334091379,90.6726334091379,90.6726334091379,90.6726334091379,81.0580801112685,70.5560295859034,70.5560295859034,70.5560295859034,70.5560295859034,70.5560295859034,70.5560295859034,69.964364767573,69.964364767573,69.964364767573,34.6863499746213,32.0978163944257,21.8176401759345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Homo_sapiens_mt_tRNA-Thr-TGT-1	5.69477387643036,5.69477387643036,5.69477387643036,5.69477387643036,5.69477387643036,5.69477387643036,5.69477387643036,5.69477387643036,5.69477387643036,5.69477387643036,5.69477387643036,5.69477387643036,5.69477387643036,5.69477387643036,5.69477387643036,5.69477387643036,5.69477387643036,5.69477387643036,5.69477387643036,5.69477387643036,5.69477387643036,5.69477387643036,5.69477387643036,5.69477387643036,5.69477387643036,5.69477387643036,5.69477387643036,5.69477387643036,5.69477387643036,5.69477387643036,7.83955884287816,10.5020505253651,10.5020505253651,10.5020505253651,10.5020505253651,10.5760086276564,10.5760086276564,10.5760086276564,10.5760086276564,10.5760086276564,10.5760086276564,8.57913986579119,6.6562292062173,4.88123475122602,4.88123475122602,4.88123475122602,4.88123475122602,4.88123475122602,4.88123475122602,4.88123475122602,4.88123475122602,4.88123475122602,10.9457991391129,10.9457991391129,10.9457991391129,10.9457991391129,10.9457991391129,10.9457991391129,10.9457991391129,10.9457991391129,10.9457991391129,10.9457991391129,10.9457991391129,10.9457991391129,10.9457991391129,10.9457991391129,10.9457991391129,10.9457991391129,10.9457991391129
Homo_sapiens_mt_tRNA-Tyr-GTA-1	45.8540234206081,45.8540234206081,45.8540234206081,45.8540234206081,45.8540234206081,45.8540234206081,45.8540234206081,45.8540234206081,45.8540234206081,45.8540234206081,45.8540234206081,45.8540234206081,45.8540234206081,45.8540234206081,45.8540234206081,45.8540234206081,45.8540234206081,45.8540234206081,45.8540234206081,45.8540234206081,45.8540234206081,45.8540234206081,45.8540234206081,45.8540234206081,45.8540234206081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Homo_sapiens_mt_tRNA-Val-TAC-1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.961455329786944,0.961455329786944,0.961455329786944,4.06769562602168,4.06769562602168,4.06769562602168,4.06769562602168,4.06769562602168,4.06769562602168,4.06769562602168,4.06769562602168,4.06769562602168,4.06769562602168,10.6499667299477,10.6499667299477,10.6499667299477,10.6499667299477,10.6499667299477,10.6499667299477,10.6499667299477,10.6499667299477,10.6499667299477,16.6405730155433,16.6405730155433,16.6405730155433,16.6405730155433,32.91135551963,32.91135551963,32.91135551963,32.91135551963,32.91135551963,32.91135551963,32.91135551963,32.91135551963,32.91135551963,32.91135551963,32.91135551963,32.91135551963,32.91135551963,32.91135551963,32.91135551963,32.91135551963,32.91135551963
Homo_sapiens_tRNA-Ala-AGC-1	4.08794858974705,4.09573365314613,4.09573365314613,4.09573365314613,4.09573365314613,4.09573365314613,4.09573365314613,4.09573365314613,4.09573365314613,4.09573365314613,4.09573365314613,4.09573365314613,4.09573365314613,4.09573365314613,4.09573365314613,3.94562705180577,3.94562705180577,3.93175990762615,3.55662617557281,3.32337369911562,3.32337369911562,3.32337369911562,2.89669233974272,2.89669233974272,1.44218299468042,1.44218299468042,1.44218299468042,1.44218299468042,1.44218299468042,1.44218299468042,0,0,0,0,0,0,0,0,0.0246527007637678,0.0246527007637678,0.0246527007637678,0.0246527007637678,0.0246527007637678,0.0246527007637678,0.0246527007637678,0.236984026696865,0.236984026696865,0.236984026696865,0.236984026696865,0.236984026696865,0.236984026696865,0.236984026696865,0.236984026696865,0.212331325933097,0.212331325933097,0.212331325933097,0.212331325933097,0.212331325933097,0.212331325933097,6.05502140694606,27.2905397454909,27.2905397454909,27.2905397454909,27.2905397454909,27.2905397454909,27.2905397454909,27.2905397454909,27.2905397454909,27.2905397454909,27.2905397454909,27.2905397454909,27.2905397454909,27.2905397454909,27.2905397454909,27.2905397454909
Homo_sapiens_tRNA-Ala-AGC-10	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1447849664478,2.1447849664478,2.1447849664478,2.1447849664478,2.1447849664478,2.1447849664478,2.1447849664478,2.1447849664478,2.1447849664478,2.1447849664478,2.1447849664478,2.1447849664478,2.1447849664478,2.1447849664478,2.1447849664478,1.09704518398767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Homo_sapiens_tRNA-Ala-AGC-11	2.85971328859706,2.85971328859706,2.85971328859706,2.85971328859706,2.85971328859706,2.85971328859706,2.85971328859706,2.85971328859706,2.85971328859706,2.85971328859706,2.85971328859706,2.85971328859706,2.85971328859706,2.85971328859706,2.85971328859706,2.85971328859706,2.85971328859706,2.85971328859706,2.85971328859706,0.0739581022913034,0.0739581022913034,0.0739581022913034,0.0739581022913034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94140018514671,1.94140018514671,1.94140018514671,1.94140018514671,1.94140018514671,2.03384781301084,2.03384781301084,2.05233733858367,2.05233733858367,2.05233733858367,2.05233733858367,2.05233733858367,2.05233733858367,2.05233733858367,2.05233733858367,2.05233733858367,2.05233733858367,2.05233733858367,2.05233733858367,2.05233733858367,2.05233733858367,2.05233733858367
Homo_sapiens_tRNA-Ala-AGC-12	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2171774496717,3.2171774496717,3.2171774496717,3.2171774496717,3.2171774496717,3.2171774496717,3.2171774496717,3.2171774496717,3.2171774496717,3.2171774496717,3.2171774496717,3.2171774496717,3.2171774496717,3.2171774496717,3.2171774496717,1.6455677759815,0,0.022187430687391,0.022187430687391,0.022187430687391,0.022187430687391,0.022187430687391,0.022187430687391,0.022187430687391,0.022187430687391,0.022187430687391,0.022187430687391,0.022187430687391,0.022187430687391,0.022187430687391,0.022187430687391,0.022187430687391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
