length	RPM
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0.173974292514692
92	0.173974292514692
93	0.173974292514692
94	0.173974292514692
95	0.173974292514692
96	0.173974292514692
97	0.289957154191154
98	0.289957154191154
99	0.289957154191154
100	0.289957154191154
101	0.289957154191154
102	0.289957154191154
103	0.289957154191154
104	0.289957154191154
105	0.289957154191154
106	0.289957154191154
107	0.289957154191154
108	0.289957154191154
109	0.289957154191154
110	0.231965723352923
111	0.231965723352923
112	0.231965723352923
113	0.173974292514692
114	0.173974292514692
115	0.173974292514692
116	0.173974292514692
117	0.173974292514692
118	0.173974292514692
119	0.173974292514692
120	0.173974292514692
121	0.173974292514692
122	0.173974292514692
123	0.173974292514692
124	0
125	0
126	0
127	0
128	0
129	0
130	0
131	0
132	0
133	0
134	0
135	0
136	0
137	0
138	0
139	0
140	0
141	0
142	0
143	0.173974292514692
144	0.173974292514692
145	0.347948585029385
146	0.347948585029385
147	0.347948585029385
148	0.347948585029385
149	0.347948585029385
150	0.347948585029385
151	0.347948585029385
152	0.347948585029385
153	0.347948585029385
154	0.347948585029385
155	0.347948585029385
156	0.347948585029385
157	0.347948585029385
158	0.347948585029385
159	0.173974292514692
160	0.173974292514692
161	0.173974292514692
162	0.173974292514692
163	0.173974292514692
164	0.173974292514692
165	0.173974292514692
166	0
167	0
168	0
169	0
170	0
171	0
172	0
173	0
174	0
175	0
176	0
177	0
178	0
179	0
180	0
181	0
182	0
183	0
184	0
185	0
186	0
187	0
188	0
189	0
190	0
191	0
192	0
193	0
194	0
195	0
196	0
197	0
198	0
199	0
200	0
201	0
202	0
203	0
204	0
205	0
206	0
207	0
208	0
209	0
210	0
211	0
212	0
213	0
214	0
215	0
216	0
217	0
218	0
219	0
220	0
221	0
222	0
223	0.289957154191154
224	2.02970007933808
225	2.02970007933808
226	2.02970007933808
227	2.02970007933808
228	2.02970007933808
229	2.02970007933808
230	2.02970007933808
231	2.02970007933808
232	2.02970007933808
233	2.02970007933808
234	2.08769151017631
235	2.08769151017631
236	2.08769151017631
237	2.08769151017631
238	2.08769151017631
239	1.97170864849985
240	1.97170864849985
241	1.97170864849985
242	1.91371721766162
243	1.68175149430869
244	0.695897170058769
245	0.405940015867615
246	0.405940015867615
247	0.405940015867615
248	0.579914308382308
249	0.521922877544077
250	0.521922877544077
251	0.521922877544077
252	0.521922877544077
253	0.521922877544077
254	0.521922877544077
255	0.521922877544077
256	0.463931446705846
257	0.463931446705846
258	0.347948585029385
259	0.347948585029385
260	0.347948585029385
261	0.347948585029385
262	0.347948585029385
263	0.347948585029385
264	0.347948585029385
265	0.347948585029385
266	0.289957154191154
267	0.289957154191154
268	0.289957154191154
269	0.173974292514692
270	0.0579914308382308
271	0
272	0
273	0
274	0
275	0
276	0.0579914308382308
277	0.0579914308382308
278	0.115982861676462
279	0.173974292514692
280	0.173974292514692
281	0.231965723352923
282	0.231965723352923
283	0.231965723352923
284	0.231965723352923
285	0.289957154191154
286	0.289957154191154
287	0.289957154191154
288	0.289957154191154
289	0.289957154191154
290	0.289957154191154
291	0.289957154191154
292	0.289957154191154
293	0.289957154191154
294	0.289957154191154
295	0.289957154191154
296	0.289957154191154
297	0.289957154191154
298	0.289957154191154
299	0.173974292514692
300	0.173974292514692
301	0.173974292514692
302	0.173974292514692
303	0.115982861676462
304	0.115982861676462
305	0.115982861676462
306	0.115982861676462
307	0.115982861676462
308	0
309	0
310	0
311	0
312	0
313	0
314	0
315	0
316	0
317	0
318	0
319	0
320	0
321	0
322	0
323	0
324	0
325	0
326	0
327	0
