length	RPM
0	0
1	2873.89461741254
2	2939.5001167952
3	2947.64240664737
4	2958.32081956826
5	2962.05826409056
6	2965.79570861287
7	2969.6666332967
8	2979.27720492549
9	2993.55958220717
10	3143.92498414932
11	3163.01264724539
12	3220.34237661438
13	3259.11836353332
14	3261.18730603675
15	3275.8033837222
16	3298.62849134058
17	3313.71174959133
18	3327.8606467115
19	3335.06857543309
20	3343.87826609282
21	3352.95491707557
22	3349.35095271477
23	3332.19875196061
24	3326.32562485413
25	2912.06994360475
26	2578.43627990802
27	2445.42329896232
28	1989.05462675619
29	1648.54673474164
30	1574.26502486077
31	998.765308506015
32	975.206059999325
33	544.265358561079
34	533.186505155667
35	512.764040444485
36	475.92351586745
37	466.312944238659
38	454.633430106447
39	415.523742783725
40	308.939833817197
41	307.538292121332
42	296.192478392897
43	276.036974004737
44	268.628825040877
45	246.604598391563
46	138.952848132946
47	131.744919411352
48	129.142056261888
49	109.053291954483
50	90.2993292621883
51	95.5717956418726
52	95.3048353188506
53	93.4361130576967
54	86.2949244168584
55	89.5651883738777
56	88.8310474855672
57	86.9623252244132
58	79.7543965028199
59	76.0169519805124
60	73.7477892348254
61	69.9436046317621
62	66.3396402709652
63	62.6689358294128
64	41.1786298261421
65	37.0407448193012
66	51.2563820202222
67	63.7367771215004
68	85.2938232055266
69	96.3726766109394
70	100.110121133247
71	108.185670904663
72	114.325758334168
73	120.332365602163
74	127.073113758468
75	132.011879734375
76	138.01848700237
77	143.090733139788
78	148.029499115694
79	174.525311175626
80	471.78563086061
81	1406.28024159916
82	3090.13247906042
83	3641.40554610085
84	3640.13748456649
85	3639.80378416272
86	3639.60356392045
87	3636.40004004419
88	3634.53131778303
89	3632.59585544113
90	3605.83308305817
91	3602.96325958568
92	3605.76634297741
93	3587.41282076965
94	3583.27493576281
95	3582.74101511677
96	3577.46854873708
97	3568.32515767357
98	3565.5888143626
99	3558.9815463678
100	3555.57780224927
101	3550.77251643487
102	3489.37164213981
103	3420.82957920391
104	3418.49367637746
105	3416.62495411631
106	3398.13795174703
107	3394.26702706321
108	3391.33046350996
109	3388.39389995672
110	3382.65425301174
111	3380.45183034681
112	3377.84896719735
113	3374.57870324033
114	3373.77782227126
115	3373.04368138295
116	3371.24169920255
117	3370.64103847575
118	3370.17385791046
119	3364.30073080397
120	3338.0051389863
121	3312.31020789543
122	3106.08335836092
123	705.442653585607
124	156.23852904862
125	28.8984549671305
126	26.2955918176661
127	27.2966930289985
128	27.763873594287
129	28.0975739980645
130	27.496913271265
131	26.9629926252211
132	25.2944906063336
133	25.6281910101111
134	30.8339173090399
135	39.5101278072548
136	59.6656321954152
137	696.966663329661
138	973.070377415155
139	1709.01324790603
140	1934.72820102112
141	2208.82971268395
142	2232.25548102913
143	2232.18874094838
144	2231.65482030233
145	2231.45460006007
146	2231.05415957553
147	2230.78719925251
148	2230.11979844496
149	2229.78609804118
150	2224.91407214603
151	2224.51363166149
152	2220.44248673541
153	2218.5070243935
154	2216.30460172857
155	2176.52751359829
156	776.253879267194
157	20.6894250342043
