Homo_sapiens_tRNA-Glu-TTC-1	45.5971258087594,51.2967665348543,57.1929465963318,60.0755235152763,60.0755235152763,62.302969316279,63.678744663957,66.8233740300783,72.6212844238645,72.6212844238645,72.6212844238645,73.8660335479542,73.8660335479542,73.8660335479542,73.8660335479542,74.783217113073,72.5557713120704,70.7869172936271,64.8907372321496,64.8907372321496,66.5285650270044,66.5285650270044,64.8252241203554,41.0275862611143,36.5071815473148,32.9203386765827,27.4499938417675,27.4499938417675,27.4499938417675,26.6638365002371,25.1570349289707,7.99259963889173,4.12732604303425,2.88257691894456,2.358472024591,2.09641957741422,2.09641957741422,2.09641957741422,0.458591782559361,0.458591782559361,0,0.397931493861033,0.819835933815646,0.819835933815646,0.819835933815646,3.04728173481826,4.55408330608473,4.55408330608473,5.86434554196862,6.97806844246993,11.7422291488009,11.7422291488009,11.7422291488009,14.2972405087745,17.3108436513074,17.3108436513074,16.9129121574464,19.140357958449,19.0460190774654,22.0596222199983,26.4053253023465,26.4053253023465,26.4053253023465,26.4053253023465,26.4053253023465,24.1743382520578,21.6411645960156,21.6411645960156,21.6411645960156,19.0206401242478,16.7931943232452,16.7931943232452,16.7931943232452,16.7931943232452,16.7931943232452	XWH1_S0_L000
Homo_sapiens_tRNA-Glu-TTC-1	88.7258205576827,116.692199197464,116.739519635095,116.739519635095,159.13863175226,193.919153410871,193.919153410871,193.919153410871,198.107012141194,198.107012141194,198.107012141194,198.107012141194,198.107012141194,206.198806976055,206.198806976055,206.198806976055,206.198806976055,206.198806976055,206.198806976055,206.198806976055,206.198806976055,206.198806976055,206.198806976055,86.0877061597676,86.0403857221368,86.0403857221368,83.047368041991,83.047368041991,83.047368041991,83.047368041991,74.9555732071303,51.2480339541175,51.2007135164868,29.9538370202737,0,0,0,0,0,0,0,0,0,0,0,0,18.6442524265211,18.6442524265211,18.6442524265211,18.6442524265211,18.6442524265211,18.6442524265211,18.6442524265211,18.6442524265211,18.6442524265211,18.6442524265211,18.6442524265211,18.6442524265211,18.6442524265211,18.6442524265211,18.6442524265211,18.6442524265211,18.6442524265211,18.6442524265211,18.6442524265211,18.6442524265211,18.6442524265211,18.6442524265211,18.6442524265211,0,0,0,0,0,0	XWH2_S6_L003
Homo_sapiens_tRNA-Glu-TTC-1	29.7297527703975,31.9419485300822,33.4527163659645,34.316012272183,34.316012272183,36.0965600787585,37.3375479439475,40.7322792418377,42.121646090908,42.121646090908,42.121646090908,43.1468099795424,43.1468099795424,43.1468099795424,43.1468099795424,43.4705459443743,43.4705459443743,37.7512105656771,37.7512105656771,37.7512105656771,36.7260466770428,36.7260466770428,34.9994548646059,20.5707227653612,20.4628107770839,18.736218964647,15.9170182709025,15.9170182709025,15.8630622767638,15.8630622767638,13.9206464877723,9.11856300943226,6.85241125560886,3.61505160728971,3.34527163659645,2.32010774796206,2.1582397655461,2.1582397655461,2.37406374210071,2.37406374210071,2.37406374210071,2.37406374210071,2.37406374210071,0.21582397655461,3.06549981513677,3.06549981513677,4.30648768032578,4.30648768032578,4.52231165688039,4.52231165688039,4.95395960998961,4.95395960998961,4.95395960998961,12.2380188187077,13.6948306604513,13.6948306604513,13.4790066838967,14.989774519779,14.989774519779,16.9421821595369,19.8558058430241,19.8558058430241,19.8558058430241,19.6399818664695,19.6399818664695,19.6399818664695,19.2083339133603,19.2083339133603,19.2083339133603,16.5105342064276,15.2695463412386,15.2695463412386,15.2695463412386,15.2695463412386,15.2695463412386	XWH3_S5_L004
Homo_sapiens_tRNA-Glu-TTC-1	69.8622634998274,74.316568890756,82.5218682950982,84.9131269786494,84.9131269786494,88.3827964410569,88.3827964410569,90.3417254837238,93.7840439481169,93.7840439481169,94.8155673018056,95.9408655058297,95.9408655058297,95.9408655058297,98.8478858662252,105.78722479104,105.78722479104,105.78722479104,104.099277485004,104.099277485004,104.005502634669,104.005502634669,100.839222393934,79.5601459386738,73.4178932417091,68.1665016229301,62.125838347162,62.125838347162,59.2657054119342,59.2657054119342,56.73378445288,27.7104682740926,25.3660970157092,12.7533796456061,7.73642515266546,2.71947065972483,1.87549700670678,1.87549700670678,1.87549700670678,1.03152335368873,1.03152335368873,1.03152335368873,1.1119017968333,6.6446179666183,9.59852575218147,11.1874884939747,19.2143131831625,21.136697615037,23.5279562985881,26.950738335828,27.091400611331,29.9515335465588,29.9515335465588,38.0630581005656,38.0630581005656,41.1107407364641,41.1107407364641,41.0772497184872,41.0772497184872,43.8436078033797,43.8436078033797,43.4177557052619,43.4177557052619,43.4177557052619,43.4177557052619,43.4177557052619,43.4177557052619,43.4177557052619,42.2455700760701,34.5091449234047,18.3798706657264,16.0354994073429,15.6604000060016,15.6604000060016,10.8778826388993	XWH4_S6_L004
Homo_sapiens_tRNA-Glu-TTC-1	81.5604844567161,81.650209962169,89.1422896674889,92.5967216274268,92.5967216274268,102.735703743608,104.844253121752,112.11201906344,117.671261838794,117.671261838794,117.671261838794,118.553562642415,118.553562642415,118.553562642415,118.553562642415,122.68093589325,120.034033482388,118.329248878783,118.329248878783,118.329248878783,118.329248878783,118.329248878783,118.329248878783,81.2314909367221,79.6762488422046,71.5411363478053,64.4827299188412,64.4827299188412,64.4677756679324,64.4677756679324,64.4229129152059,45.0870664900988,34.3200058357469,19.6050229414659,5.47325583262891,1.83937286178513,0.179451010905866,0.179451010905866,0.179451010905866,6.72941290896998,6.72941290896998,6.72941290896998,6.72941290896998,19.0218071560218,19.0218071560218,19.0218071560218,26.3792986031623,26.3792986031623,32.12173095215,34.140554824841,34.3345559177122,34.603732434071,34.603732434071,46.3129108956788,46.3129108956788,46.3129108956788,46.3129108956788,46.3129108956788,46.4923619065846,46.4923619065846,46.4923619065846,46.4923619065846,46.4923619065846,46.4923619065846,46.4923619065846,46.2983608137134,46.2983608137134,44.907615479193,39.4343596465641,16.6440812615191,16.3749047451603,16.3749047451603,16.3749047451603,14.5355318833751,14.5355318833751	XWH5_S7_L004
Homo_sapiens_tRNA-Glu-TTC-1	71.7466684223499,71.7466684223499,83.2972156606229,85.0742229280495,85.0742229280495,86.2292776518768,88.0062849193034,91.3270672503069,95.436396556231,97.4799549137716,97.4799549137716,100.426825298921,100.426825298921,100.426825298921,103.314462108489,100.782226752406,100.782226752406,100.782226752406,100.782226752406,100.782226752406,100.782226752406,100.782226752406,99.0052194849794,81.4794853099843,79.4359269524437,76.6371405062468,70.6804640618938,70.6804640618938,70.6804640618938,69.5254093380665,65.1273163511856,35.6734208935894,32.1194063587362,13.5052552324423,6.7082024345355,2.22125908428328,0,0,0,0.0444251816856655,0.0444251816856655,1.11062954214164,1.3434787702872,3.56473785457047,3.56473785457047,7.25202793448071,7.25202793448071,7.25202793448071,9.25116111033566,13.6936792789022,13.6936792789022,17.6919456306121,17.6919456306121,25.4219272439179,27.3322100564015,27.3322100564015,26.2660056959456,26.0331564678,29.8537220927672,29.8537220927672,29.8537220927672,29.8537220927672,29.8537220927672,29.4983206392819,29.4983206392819,29.4983206392819,29.4983206392819,29.4983206392819,29.4983206392819,23.6786218384597,19.9913317585495,19.9913317585495,18.1254741277515,18.1254741277515,18.1254741277515	XWL1_S8_L004
Homo_sapiens_tRNA-Glu-TTC-1	53.9894146726514,65.3050043232209,72.1461287851664,72.1461287851664,72.1461287851664,75.5851805417121,75.5851805417121,79.5573469522742,82.4324681788486,83.0333777599654,83.0333777599654,83.0333777599654,83.0333777599654,88.5802354318132,88.5802354318132,95.1255274845935,95.1255274845935,92.426056750961,92.426056750961,95.717192302924,95.717192302924,95.717192302924,95.717192302924,75.1599214535371,68.4143262070511,64.6917683917222,54.9138909512927,57.5763826337796,63.382093663647,63.382093663647,63.382093663647,44.7446518862385,35.6847843555539,19.2291065957389,16.2338034529411,11.7593382643172,11.7593382643172,11.7593382643172,11.7963173154629,14.7916204582607,14.7916204582607,14.7916204582607,14.7916204582607,23.9254460912366,28.8066808424627,33.9467689517082,43.413406044995,43.413406044995,43.413406044995,43.413406044995,40.122270493032,34.3165594631647,31.6540677806778,34.1316642074365,34.1316642074365,34.1316642074365,34.1316642074365,34.1316642074365,34.1316642074365,34.1316642074365,34.1316642074365,34.1316642074365,34.1316642074365,34.1316642074365,34.1316642074365,34.1316642074365,34.1316642074365,34.1316642074365,34.1316642074365,6.61925015507165,2.47759642675866,2.47759642675866,2.47759642675866,2.47759642675866,2.47759642675866	XWL2_S9_L004
Homo_sapiens_tRNA-Glu-TTC-1	45.3025594858848,45.9065936123633,59.0745375695938,60.8262365363814,60.8262365363814,62.8195491537603,63.1417006878821,65.3769230510125,66.7611679241923,66.7611679241923,66.7611679241923,69.5195904351106,69.5195904351106,69.5195904351106,72.6605678927986,68.6739426580408,68.6739426580408,64.3248969473958,62.6336013932561,62.6336013932561,62.6336013932561,62.6336013932561,59.9201853466637,50.462017649555,44.965307098601,43.7572388456441,31.8325984654151,31.8325984654151,31.8325984654151,28.9936380709663,28.0271834686007,12.1410859422171,5.43630713830618,1.75169896678755,0.483227301182771,0,0,0,0,0,0,0,0,1.6912955541397,1.6912955541397,3.32218769563155,3.32218769563155,3.40916860984445,5.64617775411297,5.64617775411297,7.62902300745595,9.80354586277842,9.80354586277842,15.3002564137324,16.2063076034501,16.2063076034501,16.2063076034501,16.2063076034501,18.622444109364,21.2801942658692,21.2801942658692,21.2801942658692,21.2801942658692,21.0099202374146,21.0099202374146,20.7183705382113,16.8525521287491,16.8525521287491,16.8525521287491,12.201489354865,10.5705972133731,10.5705972133731,10.5705972133731,10.5705972133731,8.75849483393773	XWL3_S0_L000
Homo_sapiens_tRNA-Glu-TTC-1	95.0311313784677,109.509674512307,123.067616637637,123.067616637637,123.067616637637,134.951738747494,134.951738747494,138.791063407984,143.066278697505,143.066278697505,143.066278697505,143.066278697505,143.066278697505,143.066278697505,143.066278697505,156.373147820513,156.373147820513,156.373147820513,156.373147820513,156.373147820513,156.373147820513,156.373147820513,149.384949255914,107.623139869868,97.3849407752263,97.3849407752263,86.7038768014906,86.7038768014906,79.5901417357312,74.4849906885392,74.4849906885392,34.4806923187395,34.4806923187395,12.0515041114041,3.97532253674788,0,0,3.09656702862467,8.8712460820058,16.8218911555016,16.8218911555016,22.5965702088827,22.5965702088827,51.1352014726938,51.1352014726938,58.1652455376795,58.2070910380663,58.2070910380663,59.9646020543128,59.9646020543128,59.9646020543128,68.5010841332239,68.5010841332239,76.5354202074933,76.5354202074933,76.5354202074933,70.7607411541122,70.7607411541122,70.7607411541122,70.7607411541122,70.7607411541122,70.7607411541122,70.7607411541122,70.7607411541122,70.7607411541122,70.7607411541122,70.7607411541122,70.7607411541122,51.2607379738542,29.2500047703871,8.4527910781376,8.4527910781376,3.5987130332665,3.5987130332665,3.5987130332665	XWL4_S11_L004
Homo_sapiens_tRNA-Glu-TTC-1	36.0576861385016,44.8475491295598,49.0179220815217,54.9206037981447,58.7701788307249,61.0799238502731,65.1219776344823,66.6831941754732,68.9929391950214,68.9929391950214,68.9929391950214,68.9929391950214,68.9929391950214,68.9929391950214,68.9929391950214,71.3026842145695,71.3026842145695,71.3026842145695,71.3026842145695,71.3026842145695,71.3026842145695,71.3026842145695,70.0836521209191,40.0355803388344,36.5709628095122,31.4381960994053,31.4381960994053,29.7700469186205,26.1771102215456,26.1771102215456,24.3806418730082,11.6770442654934,11.6770442654934,3.40045794544588,1.28319167752675,0.128319167752675,0.128319167752675,0.128319167752675,0.128319167752675,0.513276671010698,0.384957503258024,0.384957503258024,0.384957503258024,0.966671063736815,0.966671063736815,4.23880984143002,4.23880984143002,4.23880984143002,4.62376734468804,8.60166154502095,8.60166154502095,16.8140882811921,18.7388757974822,33.1747821696581,33.4314205051635,33.4314205051635,33.0464630019055,33.0464630019055,33.0464630019055,33.0464630019055,36.8960380344857,36.8960380344857,36.8960380344857,36.8960380344857,36.8960380344857,36.3143244740069,36.3143244740069,36.3143244740069,36.3143244740069,31.1815577638999,27.9094189862067,25.9846314699166,25.9846314699166,18.4138005725088,18.4138005725088	XWL5_S1_L001
