length	RPM
0	0
1	89.0535024203562
2	89.0535024203562
3	89.0535024203562
4	89.0535024203562
5	89.0535024203562
6	96.624333317764
7	100.987185021355
8	114.075740132128
9	114.973974306396
10	114.973974306396
11	114.973974306396
12	114.973974306396
13	117.668676829203
14	117.668676829203
15	117.668676829203
16	112.535910119096
17	88.1552682460874
18	70.190584760713
19	47.2214537329842
20	38.4957503258024
21	38.4957503258024
22	38.4957503258024
23	49.0179220815217
24	23.0974501954814
25	23.0974501954814
26	27.0753443958143
27	27.0753443958143
28	27.0753443958143
29	27.0753443958143
30	29.8983660863732
31	29.8983660863732
32	25.7921527182876
33	25.7921527182876
34	34.2612177899641
35	34.2612177899641
36	34.2612177899641
37	32.2081111059213
38	32.2081111059213
39	32.2081111059213
40	32.2081111059213
41	32.2081111059213
42	31.0532385961472
43	26.3054293892983
44	26.3054293892983
45	20.7877051759333
46	30.9249194283946
47	36.6992819772649
48	62.8763921988105
49	62.8763921988105
50	62.8763921988105
51	62.8763921988105
52	71.4737764382398
53	66.3410097281328
54	66.3410097281328
55	66.3410097281328
56	66.3410097281328
57	70.7038614317237
58	83.1508207037331
59	83.1508207037331
60	83.1508207037331
61	70.3189039284657
62	72.8852872835192
63	62.6197538633052
64	52.9958162818546
65	52.9958162818546
66	52.6108587785966
67	41.0621336808558
68	41.0621336808558
69	45.1683470489414
70	45.1683470489414
71	45.1683470489414
72	45.1683470489414
73	45.1683470489414
74	45.1683470489414
75	45.1683470489414
76	40.5488570098451
77	30.5399619251365
78	57.3586679854455
79	62.4914346955525
80	83.0225015359804
81	174.770706479143
82	174.770706479143
83	168.483067259262
84	168.483067259262
85	175.668940653411
86	181.058345699024
87	181.058345699024
88	181.058345699024
89	191.323879119238
90	191.323879119238
91	186.961027415647
92	186.961027415647
93	186.961027415647
94	186.961027415647
95	175.925578988917
96	83.5357782069911
97	83.5357782069911
98	67.3675630701541
99	64.28790304409
100	64.28790304409
101	64.1595838763373
102	38.1107928225443
103	31.3098769316526
104	42.2170061906299
105	48.7612837460163
106	51.1993479333171
107	57.7436254887035
108	54.2790079593813
109	52.7391779463492
110	49.0179220815217
111	56.4604338111768
112	86.35879989755
113	273.576465648702
114	346.590072099974
115	357.625520526704
116	355.059137171651
117	355.315775507156
118	355.315775507156
119	355.315775507156
120	355.315775507156
121	355.315775507156
122	355.315775507156
123	355.315775507156
124	355.315775507156
125	355.315775507156
126	355.315775507156
127	355.315775507156
128	349.413093790533
129	136.146636985588
130	96.239375814506
131	48.3763262427583
132	48.3763262427583
133	5.64604338111768
134	7.5708308974078
135	7.5708308974078
136	7.5708308974078
137	7.5708308974078
138	8.21242673617117
139	40.0355803388344
140	40.0355803388344
141	40.0355803388344
142	49.9161562557904
143	64.9294988828534
144	85.7172040587866
145	111.124399273816
146	151.159979612651
147	163.221981381402
148	176.823813163185
149	171.691046453078
150	175.027344814648
151	184.651282396099
152	195.301773319571
153	206.593860081806
154	200.434540029678
155	195.045134984065
156	200.691178365183
157	211.341669288655
158	209.801839275623
159	212.239903462924
160	214.421329314719
161	214.421329314719
162	214.036371811461
163	201.204455036194
164	209.416881772365
165	204.155795894505
166	178.748600679476
167	167.969790588251
168	148.336957922092
169	139.226297011652
170	120.106741016503
171	89.6950982591196
172	89.6950982591196
173	89.6950982591196
174	84.3056932135072
175	84.1773740457545
176	79.9428415099163
177	80.3277990131743
178	39.0090269968131
179	31.6948344349106
180	10.0088950847086
181	3.33629836156954
182	3.33629836156954
183	3.33629836156954
184	3.33629836156954
185	3.33629836156954
186	3.33629836156954
187	3.33629836156954
188	3.33629836156954
189	3.33629836156954
190	3.33629836156954
191	3.33629836156954
192	3.33629836156954
193	3.33629836156954
194	3.33629836156954
195	3.33629836156954
196	3.33629836156954
197	3.33629836156954
198	3.33629836156954
199	3.33629836156954
200	3.33629836156954
201	3.33629836156954
202	3.33629836156954
203	3.33629836156954
204	3.33629836156954
205	3.33629836156954
206	3.33629836156954
207	3.33629836156954
208	3.33629836156954
209	3.33629836156954
210	3.33629836156954
211	3.33629836156954
212	8.0841075684185
213	33.7479411189534
214	36.5709628095122
215	36.5709628095122
216	33.2346644479427
217	33.2346644479427
218	33.2346644479427
219	33.2346644479427
220	33.2346644479427
221	33.2346644479427
222	33.2346644479427
223	33.2346644479427
224	33.2346644479427
225	33.2346644479427
226	33.2346644479427
227	33.2346644479427
228	33.3629836156954
229	33.3629836156954
230	0.128319167752675
231	0.128319167752675
232	0.128319167752675
233	0.128319167752675
234	0.128319167752675
235	0.128319167752675
236	0.128319167752675
237	1.92478751629012
238	2.43806418730082
239	2.43806418730082
240	2.43806418730082
241	2.43806418730082
242	2.43806418730082
243	2.30974501954814
244	2.30974501954814
245	2.30974501954814
246	2.30974501954814
247	2.30974501954814
248	2.30974501954814
249	2.30974501954814
250	2.30974501954814
251	2.30974501954814
252	2.30974501954814
253	2.30974501954814
254	2.30974501954814
255	2.30974501954814
256	2.82302169055884
257	2.82302169055884
258	2.82302169055884
259	2.82302169055884
260	2.82302169055884
261	1.0265533420214
262	7.82746923291315
263	7.82746923291315
264	7.82746923291315
265	7.82746923291315
266	26.3054293892983
267	71.7304147737451
268	71.7304147737451
269	71.7304147737451
270	71.7304147737451
271	71.7304147737451
272	71.7304147737451
273	71.7304147737451
274	71.7304147737451
275	71.2171381027344
276	71.2171381027344
277	64.4162222118426
278	64.4162222118426
279	64.4162222118426
280	64.4162222118426
281	55.4338804691554
282	4.61949003909628
283	9.36729924594524
284	22.4558543567181
285	44.0134745391673
286	72.8852872835192
287	72.8852872835192
288	72.8852872835192
289	72.8852872835192
290	72.8852872835192
291	72.8852872835192
292	72.8852872835192
293	79.8145223421636
294	79.8145223421636
295	86.3587998975501
296	86.3587998975501
297	86.3587998975501
298	91.7482049431624
299	91.7482049431624
300	98.1641633307961
301	98.1641633307961
302	103.810206711914
303	105.734994228204
304	105.734994228204
305	105.734994228204
306	105.734994228204
307	110.097845931795
308	96.7526524855167
309	86.2304807297973
310	79.3012456711529
311	79.3012456711529
312	66.7259672313908
313	63.2613497020685
314	63.2613497020685
315	56.3321146434241
316	56.3321146434241
317	61.4648813535311
318	54.9206037981447
319	30.4116427573839
320	25.7921527182876
321	10.0088950847086
322	10.0088950847086
323	9.49561841369792
324	9.49561841369792
325	5.13276671010698
326	5.13276671010698
