length	RPM
0	0
1	616.177453063412
2	712.327034618491
3	713.082418536432
4	715.888130231642
5	718.585929938575
6	718.585929938575
7	718.585929938575
8	718.585929938575
9	718.585929938575
10	718.693841926852
11	723.441969411053
12	723.441969411053
13	726.139769117986
14	726.139769117986
15	726.139769117986
16	718.262193973743
17	240.319997893558
18	209.025521293139
19	176.112364868561
20	173.954125103015
21	183.989940012805
22	186.471915743183
23	172.011709314024
24	172.011709314024
25	165.536990017386
26	140.501408737051
27	136.832401135622
28	65.5025768843241
29	67.7687286381475
30	63.1285131422233
31	99.0632052385659
32	153.34293534205
33	152.911287388941
34	180.752580364486
35	252.082404615784
36	253.377348475112
37	268.161290869103
38	266.866347009775
39	263.413163384901
40	251.111196721288
41	247.44218911986
42	246.686805201919
43	244.960213389482
44	241.614941752886
45	241.614941752886
46	241.614941752886
47	169.7455575602
48	169.313909607091
49	156.580294990369
50	111.149347925624
51	102.732212839994
52	45.323035076468
53	31.510300576973
54	36.5821640260063
55	36.5821640260063
56	36.5821640260063
57	36.5821640260063
58	36.5821640260063
59	36.5821640260063
60	36.5821640260063
61	36.5821640260063
62	36.5821640260063
63	36.5821640260063
64	38.7404037915524
65	26.8700850810489
66	30.3232687059227
67	30.2153567176454
68	23.9564613975617
69	13.2731745581085
70	15.2155903471
71	9.81999093323475
72	9.81999093323475
73	9.81999093323475
74	9.81999093323475
75	30.3232687059227
76	30.3232687059227
77	30.3232687059227
78	33.8843643190737
79	33.5606283542418
80	38.7404037915524
81	38.8483157798297
82	38.956227768107
83	43.4885312757538
84	43.9201792288631
85	43.9201792288631
86	43.9201792288631
87	43.9201792288631
88	43.9201792288631
89	43.9201792288631
90	43.9201792288631
91	39.8195236743255
92	39.8195236743255
93	39.8195236743255
94	39.8195236743255
95	39.8195236743255
96	33.1289804011326
97	24.7118453155028
98	24.1722853741163
99	24.1722853741163
100	28.9204128583177
101	32.6973324480234
102	32.6973324480234
103	30.9707406355865
104	34.6397482370148
105	43.3806192874765
106	40.5749075922666
107	76.5095996886092
108	75.3225678175588
109	75.3225678175588
110	75.3225678175588
111	71.0060882864666
112	71.0060882864666
113	69.0636724974751
114	69.0636724974751
115	69.0636724974751
116	61.7256572946184
117	61.7256572946184
118	58.5962096345765
119	55.1430260097028
120	55.1430260097028
121	55.1430260097028
122	55.1430260097028
123	37.6612839087794
124	111.365171902179
125	115.357915468439
126	142.983384467429
127	148.055247916462
128	154.96161516621
129	156.580294990369
130	171.580061360915
131	171.580061360915
132	175.78862890373
133	181.723788258981
134	181.723788258981
135	200.500474219232
136	211.291673046963
137	218.953424214651
138	243.881093506709
139	297.729175657084
140	328.592004304393
141	363.987136459349
142	371.001415697374
143	360.318128857921
144	360.318128857921
145	360.318128857921
146	360.318128857921
147	360.318128857921
148	360.318128857921
149	357.080769209601
150	356.864945233047
151	356.864945233047
152	356.864945233047
153	356.864945233047
154	356.864945233047
155	356.864945233047
156	344.778802545989
157	22.9852535030659
158	0
159	0
