length	RPM
0	0
1	1554.5725735707
2	1807.92390572574
3	1820.24316008234
4	1820.31648897732
5	1825.66949831084
6	1832.26909885902
7	1836.59550366282
8	1837.54877929756
9	1837.54877929756
10	1847.37485122485
11	1935.36952520055
12	1937.42273425998
13	1977.75362649884
14	1984.27989815204
15	1988.97294743074
16	1955.53497131998
17	1162.55630100896
18	1040.90366423756
19	968.52804489254
20	954.668883741367
21	977.32751229011
22	967.501440362824
23	939.709789165498
24	902.678697200724
25	841.595727682592
26	558.252877480838
27	486.3172315057
28	276.083289598757
29	268.677071205803
30	212.287150966375
31	195.054860646134
32	190.215153577471
33	179.582463805407
34	180.755726125083
35	176.869294691156
36	153.990679457474
37	129.352170744279
38	113.293142743714
39	104.860319821042
40	74.9421306693044
41	68.0492145412079
42	63.7228097374027
43	60.9363117281722
44	55.3633157097112
45	58.0031559289822
46	54.3367111799947
47	47.4437950518982
48	47.8837684217767
49	77.5086419935956
50	68.2692012261471
51	71.4956726052561
52	120.039401081851
53	126.565672735048
54	137.63833587699
55	140.058189411322
56	148.051038964115
57	148.051038964115
58	148.051038964115
59	148.051038964115
60	150.470892498447
61	150.470892498447
62	149.37095907375
63	147.611065594236
64	133.898562233023
65	107.133515565415
66	107.060186670435
67	89.6079096652544
68	77.3619842036362
69	45.3905859924652
70	22.6586285487427
71	9.97272971724598
72	9.97272971724598
73	16.7923169503627
74	25.8850999278517
75	34.317922850523
76	63.1361785775646
77	65.2627165319774
78	70.7623836554586
79	76.1887218839601
80	85.6481493363479
81	86.3814382861454
82	88.8012918204771
83	97.5274303230674
84	101.267203967035
85	104.493675346144
86	105.813595455779
87	105.813595455779
88	103.173755236508
89	109.113395729868
90	113.586458323633
91	113.586458323633
92	115.273022908167
93	116.812929702742
94	117.766205337478
95	84.6215448066314
96	84.6215448066314
97	80.2951400028262
98	63.2828363675242
99	62.7695341026659
100	87.8480161857404
101	99.8006260674396
102	99.8739549624194
103	99.8739549624194
104	102.51379518169
105	122.239267931243
106	120.552703346709
107	169.316418508242
108	168.143156188566
109	160.663608900632
110	160.663608900632
111	160.150306635773
112	161.323568955449
113	163.890080279741
114	164.0367380697
115	164.0367380697
116	154.650639512292
117	154.650639512292
118	136.391744662335
119	125.539068205332
120	122.825899091081
121	121.432650086466
122	122.679241301122
123	76.7020241488184
124	286.642650475842
125	304.60822974588
126	338.266192541586
127	348.165593363852
128	364.077963574457
129	412.915007630971
130	418.048030279553
131	422.741079558257
132	434.107058280119
133	440.266685458417
134	446.352983741737
135	483.237417916551
136	553.559828202134
137	575.998470065938
138	684.671892425927
139	746.488150893857
140	904.951892945096
141	964.714942353593
142	1010.6921595059
143	1011.20546177075
144	1009.00559492136
145	1005.77912354225
146	1005.77912354225
147	1005.63246575229
148	1005.63246575229
149	1005.63246575229
150	1003.065954428
151	1003.065954428
152	1001.23273205351
153	1001.23273205351
154	1001.08607426355
155	921.45089431554
156	902.385381620805
157	32.6313582659887
158	0
159	0
