length	RPM
0	0
1	1119.78112956889
2	1424.36017520581
3	1431.91245609238
4	1431.91245609238
5	1435.82187208072
6	1435.82187208072
7	1435.82187208072
8	1437.86543043826
9	1437.86543043826
10	1437.86543043826
11	1442.3967989702
12	1451.45953603407
13	1455.01355056892
14	1455.01355056892
15	1457.76791183344
16	1455.90205420264
17	727.417924921084
18	602.405463657622
19	558.957635969041
20	554.603968163846
21	559.224187059155
22	559.224187059155
23	544.386176376143
24	540.921012204661
25	517.731067364745
26	464.509699705318
27	420.351069109766
28	174.324412934552
29	168.19373786193
30	164.106621146849
31	155.399285536458
32	140.117023036589
33	132.209340696541
34	132.653592513397
35	138.428866132534
36	124.923610900092
37	121.103045275124
38	110.529852033936
39	106.087333865369
40	86.5402539236765
41	82.364286845224
42	82.364286845224
43	77.8329183132861
44	75.2562577755175
45	71.3468417871789
46	62.7283565401597
47	64.683064534329
48	72.7684476011202
49	95.1587391706957
50	91.4270239090998
51	87.1622064672759
52	159.042150434683
53	156.021238080058
54	167.216383864845
55	165.350526234047
56	165.350526234047
57	162.329613879422
58	167.305234228217
59	167.305234228217
60	167.305234228217
61	167.305234228217
62	167.305234228217
63	167.305234228217
64	163.840070056735
65	126.878318894261
66	118.79293582747
67	103.954925144457
68	60.2405463657625
69	35.2735942584184
70	16.3484668603249
71	16.3484668603249
72	16.3484668603249
73	16.3484668603249
74	27.899014098598
75	44.2474809589228
76	44.2474809589228
77	44.2474809589228
78	56.8642325576519
79	69.214433066267
80	67.4374257988404
81	77.5663672231721
82	79.2545241272274
83	90.4496699120152
84	96.313793894523
85	90.2719691852725
86	90.2719691852725
87	90.2719691852725
88	90.2719691852725
89	90.2719691852725
90	90.2719691852725
91	90.2719691852725
92	93.6482829933831
93	93.6482829933831
94	93.6482829933831
95	93.6482829933831
96	93.6482829933831
97	93.0263304497838
98	94.0036844468684
99	97.913100435207
100	149.712862280693
101	149.090909737094
102	149.090909737094
103	144.470690841784
104	144.470690841784
105	153.622278269032
106	149.979413370807
107	171.036949489812
108	171.036949489812
109	176.101420201978
110	176.101420201978
111	176.101420201978
112	177.878427469405
113	177.967277832776
114	177.967277832776
115	168.282588225301
116	158.420197891083
117	158.420197891083
118	142.338282120872
119	110.263300943822
120	111.062954214164
121	99.1570055224056
122	99.1570055224056
123	79.5210752173414
124	145.003793022013
125	144.115289388299
126	160.374905885253
127	178.322679286262
128	183.209449271685
129	187.918518530365
130	189.873226524535
131	189.873226524535
132	189.873226524535
133	189.873226524535
134	196.448153414013
135	217.772240623133
136	242.472641640363
137	262.108571945426
138	297.73756765733
139	333.188862642491
140	392.096653557683
141	407.023514604067
142	415.020047307487
143	409.955576595321
144	409.955576595321
145	409.955576595321
146	409.955576595321
147	409.955576595321
148	409.955576595321
149	409.955576595321
150	409.955576595321
151	409.955576595321
152	409.955576595321
153	409.955576595321
154	409.955576595321
155	409.866726231949
156	409.866726231949
157	28.8763680956826
158	0
159	0
